date,team,player,injury,duration,notes,long_name
2011-10-20,VAN,Mikael Samuelsson,ul,groin injury (DTD),groin injury (DTD),Canucks
2014-01-18,VAN,Mike Santorelli,ua,365,placed on IR with arm injury (out for season),Canucks
2015-02-16,VAN,Nick Bonino,ll,8,placed on IR with foot injury,Canucks
2015-02-10,VAN,Nick Bonino,torso,lower body injury (DTD),lower body injury (DTD),Canucks
2013-10-01,VAN,Nicklas Jensen,torso,29,placed on IR with upper body injury,Canucks
2011-10-05,VAN,Nolan Baumgartner,ll,1,placed on IR with broken foot,Canucks
2010-04-23,VAN,Nolan Baumgartner,ul,right knee injury (DTD),right knee injury (DTD),Canucks
2008-10-21,VAN,Pavol Demitra,torso,25,placed on IR with bruised ribs,Canucks
2009-01-19,VAN,Pavol Demitra,ul,15,placed on IR with strained groin,Canucks
2009-09-14,VAN,Pavol Demitra,la,124,placed on IR with torn rotator cuff in left shoulder,Canucks
2009-02-25,VAN,Pavol Demitra,la,1,finger injury (DTD),Canucks
2009-05-05,VAN,Pavol Demitra,torso,365,shoulder injury (out for season),Canucks
2016-12-07,VAN,Philip Larsen,torso,49,placed on IR with upper body injury,Canucks
2014-11-09,VAN,Radim Vrbata,torso,1,lower body injury (DTD),Canucks
2015-11-18,VAN,Radim Vrbata,ul,1,groin injury (DTD),Canucks
2016-02-23,VAN,Radim Vrbata,torso,25,lower body injury (DTD),Canucks
2007-10-25,VAN,Rick Rypien,la,40,placed on IR with broken finger,Canucks
2008-10-19,VAN,Rick Rypien,torso,163,placed on IR with sports hernia,Canucks
2010-10-09,VAN,Rick Rypien,torso,4,placed on IR with upper body injury,Canucks
2009-10-24,VAN,Rick Rypien,ul,1,groin injury (DTD),Canucks
2009-11-26,VAN,Rick Rypien,torso,312,lower (Y) / upper (CBC) body injury (DTD),Canucks
2008-11-23,VAN,Roberto Luongo,ul,53,placed on IR with strained groin,Canucks
2009-10-28,VAN,Roberto Luongo,torso,13,placed on IR with fractured rib,Canucks
2013-12-27,VAN,Roberto Luongo,ul,6,placed on IR with groin injury,Canucks
2007-12-12,VAN,Roberto Luongo,torso,2216,rib injury (DTD),Canucks
2008-11-25,VAN,Ryan Johnson,la,45,placed on IR with broken finger,Canucks
2009-10-28,VAN,Ryan Johnson,head,1,placed on IR with neck injury,Canucks
2009-12-26,VAN,Ryan Johnson,ll,101,sore foot (DTD),Canucks
2011-10-05,VAN,Ryan Kesler,ul,13,placed on IR with surgery on left hip,Canucks
2013-01-18,VAN,Ryan Kesler,torso,28,placed on IR with shoulder injury,Canucks
2013-02-27,VAN,Ryan Kesler,ll,40,placed on IR with fractured right foot,Canucks
2007-04-13,VAN,Ryan Kesler,la,1,broken finger (out indefinitely),Canucks
2014-03-13,VAN,Ryan Kesler,ul,sprained knee (DTD),sprained knee (DTD),Canucks
2015-02-23,VAN,Ryan Miller,ul,45,placed on IR with sprained knee,Canucks
2015-12-28,VAN,Ryan Miller,torso,10,placed on IR with lower body injury,Canucks
2016-12-09,VAN,Ryan Miller,ll,ankle injury (DTD),ankle injury (DTD),Canucks
2010-11-01,VAN,Ryan Parent,ul,pulled groin (DTD),pulled groin (DTD),Canucks
2013-12-29,VAN,Ryan Stanton,ll,25,placed on IR with left ankle injury,Canucks
2014-10-17,VAN,Ryan Stanton,torso,13,placed on IR with lower body injury,Canucks
2013-12-18,VAN,Ryan Stanton,ll,1,left ankle injury (DTD),Canucks
2014-11-02,VAN,Ryan Stanton,torso,lower body injury (DTD),lower body injury (DTD),Canucks
2009-10-13,VAN,Sami Salo,ul,16,placed on IR with sprained MCL in right knee,Canucks
2007-03-19,VAN,Sami Salo,ul,1,groin injury (DTD),Canucks
2007-09-17,VAN,Sami Salo,la,1,left wrist injury (out indefinitely),Canucks
2007-11-03,VAN,Sami Salo,head,1,broken nose (out indefinitely),Canucks
2008-01-31,VAN,Sami Salo,ul,1,groin injury (DTD),Canucks
2008-12-18,VAN,Sami Salo,torso,1,broken rib (DTD),Canucks
2009-04-21,VAN,Sami Salo,ul,1,groin injury (DTD),Canucks
2009-05-02,VAN,Sami Salo,torso,1,lower body injury (DTD),Canucks
2010-01-09,VAN,Sami Salo,head,1,eye injury (DTD),Canucks
2010-01-23,VAN,Sami Salo,ul,1,groin injury (DTD),Canucks
2010-04-10,VAN,Sami Salo,ll,1,leg injury (DTD),Canucks
2011-11-03,VAN,Sami Salo,ul,1,groin injury (DTD),Canucks
2012-01-08,VAN,Sami Salo,head,3000,concussion (out indefinitely),Canucks
2010-04-08,VAN,Shane O'Brien,torso,shoulder injury (DTD),shoulder injury (DTD),Canucks
2014-12-06,VAN,Shawn Matthias,head,head injury (DTD),head injury (DTD),Canucks
2008-11-27,VAN,Steve Bernier,torso,1,shoulder injury (DTD),Canucks
2010-01-11,VAN,Steve Bernier,ul,51,groin injury (DTD),Canucks
2011-10-05,VAN,Steven Pinizzotto,torso,1,placed on IR with shoulder injury (out for season),Canucks
2013-01-19,VAN,Steven Pinizzotto,ul,placed on IR with groin injury,placed on IR with groin injury,Canucks
2015-12-29,VAN,Sven Baertschi,head,8,placed on IR with sore neck,Canucks
2017-02-11,VAN,Sven Baertschi,head,19,placed on IR with concussion,Canucks
2016-04-01,VAN,Sven Baertschi,torso,1,lower body injury (out for season),Canucks
2016-11-25,VAN,Sven Baertschi,ll,1,lacerated foot (DTD),Canucks
2017-02-08,VAN,Sven Baertschi,head,concussion (DTD),concussion (DTD),Canucks
2011-03-12,VAN,Tanner Glass,torso,upper body injury (DTD),upper body injury (DTD),Canucks
2008-02-18,VAN,Taylor Pyatt,torso,1,shoulder injury (DTD),Canucks
2008-04-02,VAN,Taylor Pyatt,head,1,concussion (DTD),Canucks
2008-12-26,VAN,Taylor Pyatt,ll,broken right foot (DTD),broken right foot (DTD),Canucks
2014-11-03,VAN,Tom Sestito,ll,33,placed on IR with leg injury,Canucks
2007-03-13,VAN,Tommi Santala,torso,shoulder injury (DTD),shoulder injury (DTD),Canucks
2007-03-13,VAN,Willie Mitchell,ul,1,groin injury (DTD),Canucks
2008-01-19,VAN,Willie Mitchell,torso,731,sore back (DTD),Canucks
2010-09-24,VAN,Yann Sauve,head,3000,concussion (out indefinitely),Canucks
2014-02-04,VAN,Yannick Weber,torso,4,placed on IR with upper body injury,Canucks
2014-02-01,VAN,Yannick Weber,torso,772,upper body injury (DTD),Canucks
2013-03-20,VAN,Zack Kassian,torso,10,placed on IR with back injury,Canucks
2014-11-06,VAN,Zack Kassian,torso,13,placed on IR with lower body injury (date 11-09 per CBC),Canucks
2014-11-27,VAN,Zack Kassian,la,35,placed on IR with finger injury,Canucks
2012-04-04,VAN,Zack Kassian,torso,1077,upper body injury (out for season),Canucks
2011-10-05,WPG,Aaron Gagnon,ul,placed on IR with knee injury,placed on IR with knee injury,Jets
2013-02-13,WPG,Al Montoya,torso,14,placed on IR with lower body injury,Jets
2013-03-18,WPG,Al Montoya,torso,3,placed on IR with lower body injury,Jets
2013-03-14,WPG,Al Montoya,torso,382,lower body injury (DTD),Jets
2012-01-07,WPG,Alexander Burmistrov,torso,1796,mid body injury (DTD),Jets
2015-11-03,WPG,Andrew Copp,torso,7,placed on IR with upper body injury,Jets
2017-02-15,WPG,Andrew Copp,torso,upper body injury (DTD),upper body injury (DTD),Jets
2014-04-07,WPG,Andrew Ladd,ua,365,elbow injury (out for season),Jets
2013-03-03,WPG,Anthony Peluso,la,44,placed on IR with hand injury,Jets
2014-10-30,WPG,Anthony Peluso,torso,17,placed on IR with upper body injury,Jets
2013-04-23,WPG,Anthony Peluso,la,1,hand injury (out for season),Jets
2016-03-04,WPG,Anthony Peluso,torso,365,upper body injury (out for season),Jets
2013-01-18,WPG,Antti Miettinen,torso,37,placed on IR with upper body injury,Jets
2013-02-24,WPG,Antti Miettinen,torso,lower body injury (DTD),lower body injury (DTD),Jets
2015-02-23,WPG,Ben Chiarot,la,42,placed on IR with fractured hand,Jets
2017-01-17,WPG,Ben Chiarot,torso,22,placed on IR with upper body injury,Jets
2011-10-05,WPG,Ben Maxwell,torso,17,placed on IR with upper body injury,Jets
2015-02-24,WPG,Blake Wheeler,ul,5,placed on IR with knee injury,Jets
2012-01-15,WPG,Blake Wheeler,head,throat injury (DTD),throat injury (DTD),Jets
2011-11-23,WPG,Brett Festerling,torso,13,placed on IR with upper body injury,Jets
2011-11-14,WPG,Brett Festerling,torso,5,upper body injury (DTD),Jets
2011-12-31,WPG,Bryan Little,ll,7,placed on IR with foot injury,Jets
2016-10-27,WPG,Bryan Little,torso,33,placed on IR with lower body injury,Jets
2011-12-20,WPG,Bryan Little,torso,1760,back injury (DTD),Jets
2011-11-03,WPG,Chris Mason,ul,8,placed on IR with groin injury,Jets
2011-10-28,WPG,Chris Mason,ul,groin injury (DTD),groin injury (DTD),Jets
2013-10-15,WPG,Chris Thorburn,torso,11,placed on IR with lower body injury,Jets
2012-03-10,WPG,Chris Thorburn,torso,1,lower body injury (out indefinitely),Jets
2014-03-14,WPG,Chris Thorburn,ll,365,fractured foot (out for season),Jets
2011-10-29,WPG,Derek Meech,torso,84,placed on IR with lower body injury,Jets
2016-11-01,WPG,Drew Stafford,torso,22,placed on IR with upper body injury,Jets
2017-01-24,WPG,Drew Stafford,torso,14,placed on IR with lower body injury,Jets
2016-10-26,WPG,Drew Stafford,torso,88,upper body injury (DTD),Jets
2012-01-07,WPG,Dustin Byfuglien,ul,26,placed on IR with knee injury,Jets
2011-12-27,WPG,Dustin Byfuglien,torso,1480,lower body injury (DTD),Jets
2011-10-04,WPG,Eric Fehr,torso,46,placed on IR recovering from surgery on right shoulder,Jets
2011-12-01,WPG,Eric Fehr,torso,107,right shoulder injury (DTD),Jets
2014-10-06,WPG,Eric O'Dell,torso,placed on IR with upper body injury,placed on IR with upper body injury,Jets
2012-01-24,WPG,Evander Kane,head,14,placed on IR with concussion,Jets
2014-01-16,WPG,Evander Kane,la,5,placed on IR with hand injury,Jets
2014-02-03,WPG,Evander Kane,la,23,placed on IR with infection in hand,Jets
2014-10-17,WPG,Evander Kane,ul,13,placed on IR with sprained right knee,Jets
2014-12-28,WPG,Evander Kane,torso,13,placed on IR with lower body injury,Jets
2015-02-05,WPG,Evander Kane,torso,1,placed on IR recovering from surgery on left shoulder (out for season),Jets
2012-01-21,WPG,Evander Kane,head,1,concussion (DTD),Jets
2013-11-03,WPG,Evander Kane,torso,1,lower body injury (DTD),Jets
2014-01-10,WPG,Evander Kane,la,1,hand injury (DTD),Jets
2014-10-10,WPG,Evander Kane,torso,lower body injury (DTD),lower body injury (DTD),Jets
2015-01-08,WPG,Grant Clitsome,torso,104,placed on IR with surgery on back,Jets
2015-10-06,WPG,Grant Clitsome,torso,-275,placed on IR with back injury (out for season),Jets
2013-10-19,WPG,Jacob Trouba,torso,37,placed on IR with upper body injury,Jets
2014-12-18,WPG,Jacob Trouba,torso,34,placed on IR with upper body injury,Jets
2014-12-15,WPG,Jacob Trouba,torso,819,upper body injury (DTD),Jets
2013-03-24,WPG,James Wright,torso,13,placed on IR with upper body injury,Jets
2014-03-04,WPG,James Wright,ll,1,placed on IR with sprained ankle (out for season),Jets
2013-03-22,WPG,James Wright,torso,upper body injury (DTD),upper body injury (DTD),Jets
2015-02-02,WPG,Jay Harrison,torso,upper body injury (DTD),upper body injury (DTD),Jets
2013-03-13,WPG,Jim Slater,la,1,placed on IR with hand injury (out for season),Jets
2013-10-26,WPG,Jim Slater,torso,123,placed on IR with sports hernia,Jets
2011-12-29,WPG,Jim Slater,torso,808,rib injury (DTD),Jets
2016-11-04,WPG,Joel Armia,torso,48,placed on IR with lower body injury (Y),Jets
2016-03-08,WPG,Joel Armia,torso,241,lower body injury (DTD),Jets
2014-03-12,WPG,John Albert,torso,upper body injury (DTD),upper body injury (DTD),Jets
2014-03-31,WPG,Keaton Ellerby,torso,365,lower body injury (out for season),Jets
2011-10-05,WPG,Kenndal McArdle,torso,19,placed on IR with lower body injury,Jets
2016-11-14,WPG,Kyle Connor,torso,11,placed on IR with upper body injury,Jets
2012-04-02,WPG,Kyle Wellwood,ll,1,broken left foot (out for season),Jets
2013-04-23,WPG,Kyle Wellwood,la,365,hand injury (out for season),Jets
2013-01-19,WPG,Mark Dekanich,ul,placed on IR with hamstring injury,placed on IR with hamstring injury,Jets
2015-12-27,WPG,Mark Scheifele,head,7,placed on IR with concussion,Jets
2016-01-13,WPG,Mark Scheifele,torso,13,placed on IR with lower body injury,Jets
2014-03-05,WPG,Mark Scheifele,ul,1,sprained MCL in knee (out for season),Jets
2016-01-10,WPG,Mark Scheifele,torso,328,lower body injury (DTD),Jets
2013-11-01,WPG,Mark Stuart,ul,21,placed on IR with hip injury,Jets
2014-12-29,WPG,Mark Stuart,torso,12,placed on IR with lower body injury,Jets
2015-01-27,WPG,Mark Stuart,torso,2,placed on IR with lower body injury,Jets
2016-02-25,WPG,Mark Stuart,la,28,placed on IR with fractured hand,Jets
2011-11-03,WPG,Mark Stuart,torso,1,upper body injury (DTD),Jets
2013-10-19,WPG,Mark Stuart,ul,1,hip injury (DTD),Jets
2014-12-18,WPG,Mark Stuart,torso,1,lower body injury (DTD),Jets
2016-02-15,WPG,Mark Stuart,la,1,fractured hand (DTD),Jets
2016-11-01,WPG,Mark Stuart,torso,lower body injury (DTD),lower body injury (DTD),Jets
2016-12-30,WPG,Marko Dano,ll,62,placed on IR with leg injury,Jets
2015-01-21,WPG,Mathieu Perreault,torso,6,placed on IR with upper body injury,Jets
2015-02-17,WPG,Mathieu Perreault,ll,39,placed on IR with left leg injury,Jets
2016-01-26,WPG,Mathieu Perreault,torso,7,placed on IR with lower body injury,Jets
2016-11-12,WPG,Mathieu Perreault,torso,19,placed on IR with upper body injury,Jets
2017-01-25,WPG,Mathieu Perreault,torso,8,placed on IR with upper body injury,Jets
2014-11-26,WPG,Mathieu Perreault,torso,1,upper body injury (DTD),Jets
2016-03-21,WPG,Mathieu Perreault,head,1,concussion (out for season),Jets
2016-11-04,WPG,Mathieu Perreault,torso,81,upper body injury (DTD),Jets
2013-12-15,WPG,Matt Halischuk,head,1,placed on IR with fractured forearm,Jets
2016-11-28,WPG,Nic Petan,torso,22,placed on IR with lower body injury,Jets
2011-11-05,WPG,Nikolai Antropov,la,1,hand injury (DTD),Jets
2011-12-12,WPG,Nikolai Antropov,ll,1,foot injury (DTD),Jets
2012-03-19,WPG,Nikolai Antropov,torso,380,lower body injury (DTD),Jets
2016-03-04,WPG,Nikolaj Ehlers,head,eye injury (DTD),eye injury (DTD),Jets
2013-04-21,WPG,Olli Jokinen,ll,365,ankle injury (out for season),Jets
2015-11-22,WPG,Ondrej Pavelec,ul,82,placed on IR with sprained knee,Jets
2017-02-14,WPG,Ondrej Pavelec,torso,17,placed on IR with lower body injury,Jets
2014-03-15,WPG,Ondrej Pavelec,torso,1,lower body injury (DTD),Jets
2017-03-06,WPG,Ondrej Pavelec,ul,knee injury (DTD),knee injury (DTD),Jets
2014-10-06,WPG,Patrice Cormier,head,8,placed on IR with eye injury,Jets
2014-10-28,WPG,Patrice Cormier,head,eye injury (DTD),eye injury (DTD),Jets
2017-01-13,WPG,Patrik Laine,head,11,placed on IR with concussion,Jets
2017-01-08,WPG,Patrik Laine,head,concussion (DTD),concussion (DTD),Jets
2013-10-27,WPG,Paul Postma,ll,103,placed on IR with blood clot in leg,Jets
2015-03-17,WPG,Paul Postma,torso,lower body injury (DTD),lower body injury (DTD),Jets
2011-11-12,WPG,Randy Jones,ll,27,placed on IR with right ankle injury,Jets
2011-12-17,WPG,Randy Jones,torso,14,placed on IR with upper body injury,Jets
2011-11-04,WPG,Randy Jones,ll,1,bruised right ankle (DTD),Jets
2011-12-13,WPG,Randy Jones,torso,upper body injury (DTD),upper body injury (DTD),Jets
2011-10-18,WPG,Ron Hainsey,torso,1,upper body injury (DTD),Jets
2012-04-05,WPG,Ron Hainsey,ll,1,bruised foot (out for season),Jets
2013-03-24,WPG,Ron Hainsey,torso,upper body injury (DTD),upper body injury (DTD),Jets
2016-11-02,WPG,Shawn Matthias,torso,50,placed on IR with lower body injury,Jets
2012-04-03,WPG,Tanner Glass,ll,365,fractured foot (out for season),Jets
2012-02-02,WPG,Tim Stapleton,torso,9,placed on IR with lower body injury,Jets
2012-01-21,WPG,Tim Stapleton,torso,lower body injury (DTD),lower body injury (DTD),Jets
2011-11-05,WPG,Tobias Enstrom,torso,42,placed on IR with broken collarbone,Jets
2013-02-16,WPG,Tobias Enstrom,torso,36,placed on IR with right shoulder injury,Jets
2014-12-02,WPG,Tobias Enstrom,torso,1,placed on IR with lower body injury,Jets
2017-02-13,WPG,Tobias Enstrom,torso,15,placed on IR with lower body injury,Jets
2011-11-02,WPG,Tobias Enstrom,torso,1,broken collarbone (out indefinitely),Jets
2016-03-22,WPG,Tobias Enstrom,ul,1,knee injury (DTD),Jets
2017-02-13,WPG,Tobias Enstrom,torso,1,lower body injury (DTD),Jets
2017-03-09,WPG,Tobias Enstrom,head,concussion (DTD),concussion (DTD),Jets
2016-11-04,WPG,Tyler Myers,torso,4,placed on IR with lower body injury,Jets
2016-11-23,WPG,Tyler Myers,torso,1,placed on IR with lower body injury,Jets
2016-03-24,WPG,Tyler Myers,ul,1,surgery on knee (out for season),Jets
2016-10-30,WPG,Tyler Myers,torso,14,lower body injury (DTD),Jets
2013-01-18,WPG,Zach Bogosian,la,28,placed on IR with surgery on right wrist,Jets
2013-11-21,WPG,Zach Bogosian,ul,29,placed on IR with groin injury,Jets
2014-12-04,WPG,Zach Bogosian,torso,35,placed on IR with lower body injury,Jets
2012-01-12,WPG,Zach Bogosian,torso,1,lower body injury (DTD),Jets
2012-03-05,WPG,Zach Bogosian,la,1,wrist injury (DTD),Jets
2013-04-21,WPG,Zach Bogosian,torso,1,upper body injury (out for season),Jets
2013-11-16,WPG,Zach Bogosian,ul,1,groin injury (DTD),Jets
2014-03-19,WPG,Zach Bogosian,torso,223,upper body injury (DTD),Jets
2013-02-23,WPG,Zach Redmond,ul,54,placed on IR with lacerated thigh,Jets
2013-02-21,WPG,Zach Redmond,ul,lacerated thigh (DTD),lacerated thigh (DTD),Jets
2014-02-06,WSH,Aaron Volpatti,torso,58,placed on IR with upper body injury,Capitals
2014-10-06,WSH,Aaron Volpatti,head,120,placed on IR with neck injury,Capitals
2014-02-03,WSH,Aaron Volpatti,torso,upper body injury (DTD),upper body injury (DTD),Capitals
2009-11-02,WSH,Alexander Ovechkin,torso,15,placed on IR with upper body strain,Capitals
2009-03-05,WSH,Alexander Ovechkin,ll,1,bruised heel (DTD),Capitals
2009-12-01,WSH,Alexander Ovechkin,ul,1,sore right knee (DTD),Capitals
2012-02-22,WSH,Alexander Ovechkin,torso,1436,lower body injury (DTD),Capitals
2008-11-15,WSH,Alexander Semin,torso,25,placed on IR with upper body injury,Capitals
2009-11-17,WSH,Alexander Semin,la,16,placed on IR with right wrist injury,Capitals
2011-01-16,WSH,Alexander Semin,ul,1,placed on IR with hip injury,Capitals
2007-04-04,WSH,Alexander Semin,ll,1,foot injury (DTD),Capitals
2008-01-03,WSH,Alexander Semin,torso,1,bruised tailbone (DTD),Capitals
2011-01-09,WSH,Alexander Semin,ul,1,hip injury (DTD),Capitals
2011-04-04,WSH,Alexander Semin,la,1,wrist injury (DTD),Capitals
2011-12-03,WSH,Alexander Semin,torso,1,right shoulder injury (DTD),Capitals
2012-01-03,WSH,Alexander Semin,ua,right arm injury (DTD),right arm injury (DTD),Capitals
2017-02-24,WSH,Andre Burakovsky,la,-14,placed on IR with hand injury,Capitals
2007-03-16,WSH,Ben Clymer,ul,1,groin injury (DTD),Capitals
2007-03-25,WSH,Ben Clymer,torso,sports hernia (out for remainder of regular season),sports hernia (out for remainder of regular season),Capitals
2009-03-19,WSH,Boyd Gordon,torso,27,placed on IR with lower body injury,Capitals
2009-10-15,WSH,Boyd Gordon,torso,30,placed on IR with back spasms,Capitals
2009-11-17,WSH,Boyd Gordon,torso,41,placed on IR with back injury,Capitals
2010-12-19,WSH,Boyd Gordon,torso,24,placed on IR with lower body injury,Capitals
2007-03-03,WSH,Boyd Gordon,ul,1,knee injury (out indefinitely),Capitals
2007-12-05,WSH,Boyd Gordon,la,1,fractured right hand (out indefinitely),Capitals
2008-11-26,WSH,Boyd Gordon,torso,716,back spasms (DTD),Capitals
2010-03-28,WSH,Brendan Morrison,ll,leg injury (DTD),leg injury (DTD),Capitals
2007-12-29,WSH,Brent Johnson,ul,402,placed on IR with knee injury,Capitals
2008-09-20,WSH,Brian Pothier,head,1,placed on IR with post-concussion syndrome,Capitals
2007-12-21,WSH,Brian Pothier,la,1,broken thumb (out indefinitely),Capitals
2008-01-03,WSH,Brian Pothier,head,1,head injury (out indefinitely),Capitals
2009-12-11,WSH,Brian Pothier,torso,rib injury (DTD),rib injury (DTD),Capitals
2007-03-18,WSH,Brian Sutherby,la,hand injury (DTD),hand injury (DTD),Capitals
2013-01-18,WSH,Brooks Laich,ul,60,placed on IR with groin injury,Capitals
2013-12-15,WSH,Brooks Laich,ul,8,placed on IR with groin injury,Capitals
2014-03-31,WSH,Brooks Laich,ul,1,placed on IR with groin injury (out for season),Capitals
2014-11-08,WSH,Brooks Laich,torso,20,placed on IR with left shoulder injury,Capitals
2010-03-24,WSH,Brooks Laich,head,1,cheekbone injury (DTD),Capitals
2013-04-06,WSH,Brooks Laich,torso,1,lower body injury (out for season),Capitals
2013-12-27,WSH,Brooks Laich,ul,1,groin injury (DTD),Capitals
2014-10-19,WSH,Brooks Laich,torso,shoulder injury (DTD),shoulder injury (DTD),Capitals
2015-10-06,WSH,Brooks Orpik,la,1,placed on IR with wrist injury,Capitals
